,Winner,Team1,Team2,Team1_Score,Team2_Score,Map
7321,Sharks,Sharks,DETONA,16,12,Dust2
7322,DETONA,DETONA,Isurus,16,10,Train
7323,DETONA,Infinity,DETONA,13,16,Train
7324,DETONA,DETONA,Infinity,16,14,Overpass
7325,DETONA,Isurus,DETONA,13,16,Dust2
7326,DETONA,DETONA,Infinity,16,12,Dust2
7327,paiN,paiN,DETONA,16,12,Dust2
7328,paiN,DETONA,paiN,11,16,Overpass
7329,Isurus,Isurus,DETONA,16,12,Inferno
7330,Isurus,DETONA,Isurus,14,16,Nuke
7331,DETONA,RED Canids,DETONA,11,16,Train
7332,Evidence,DETONA,Evidence,16,2,Dust2
7333,DETONA,INTZ.Academy,DETONA,13,16,Inferno
7334,Evidence,DETONA,Evidence,16,8,Mirage
7335,paiN,paiN,DETONA,4,16,Dust2
7336,paiN,DETONA,paiN,19,22,Overpass
7337,DETONA,Envy,DETONA,12,16,Dust2
7338,RED Canids,DETONA,RED Canids,16,19,Dust2
7339,DETONA,ATK,DETONA,12,16,Dust2
7340,RED Canids,DETONA,RED Canids,10,16,Vertigo
7341,DETONA,W7M,DETONA,17,19,Train
7342,Singularity,DETONA,Singularity,12,16,Overpass
7343,DETONA,Keyd,DETONA,16,8,Train
7344,DETONA,DETONA,Singularity,16,10,Dust2
7345,Movistar Riders,Movistar Riders,DETONA,7,16,Train
7346,Singularity,DETONA,Singularity,17,19,Train
7347,Heretics,Heretics,DETONA,16,13,Dust2
7348,Envy,DETONA,Envy,25,28,Train
7349,DETONA,Heretics,DETONA,16,3,Overpass
7350,Envy,DETONA,Envy,20,22,Inferno
7351,DETONA,Heretics,DETONA,14,16,Mirage
7352,DETONA,DETONA,ATK,9,16,Overpass
7353,DETONA,W7M,DETONA,16,8,Train
7354,ATK,DETONA,ATK,12,16,Inferno
7355,DETONA,RED Canids,DETONA,11,16,Dust2
7356,DETONA,DETONA,W7M,7,16,Mirage
7357,DETONA,Isurus,DETONA,14,16,Dust2
7358,Keyd,DETONA,Keyd,17,19,Overpass
7359,Isurus,Isurus,DETONA,9,16,Mirage
7360,DETONA,DETONA,eXploit,8,16,Dust2
7361,DETONA,paiN,DETONA,21,25,Vertigo
7362,eXploit,DETONA,eXploit,16,5,Vertigo
7363,paiN,paiN,DETONA,16,14,Train
7364,DETONA,DETONA,eXploit,16,11,Train
7365,Yeah,Yeah,DETONA,25,23,Dust2
7366,DETONA,DETONA,Movistar Riders,3,16,Overpass
7367,Alma,Alma,DETONA,9,16,Vertigo
7368,DETONA,DETONA,Movistar Riders,16,11,Mirage
7369,DETONA,W7M,DETONA,13,16,Inferno
7370,DETONA,DETONA,Heretics,16,10,Inferno
7371,Isurus,Isurus,DETONA,16,11,Nuke
7372,DETONA,DETONA,paiN,16,13,Inferno
7373,DETONA,Isurus,DETONA,16,8,Inferno
7374,RED Canids,DETONA,RED Canids,16,8,Train
7375,Rysix,Rysix,DETONA,3,16,Vertigo
7376,DETONA,DETONA,Isurus,9,16,Nuke
7377,DETONA,W7M,DETONA,14,16,Nuke
7378,paiN,DETONA,paiN,15,19,Nuke
7379,Redemption POA,Redemption POA,DETONA,16,12,Vertigo
7380,Yeah,DETONA,Yeah,14,16,Train
7381,DETONA,Redemption POA,DETONA,16,2,Inferno
7382,Soberano,DETONA,Soberano,16,3,Nuke
7383,Alma,Alma,DETONA,19,17,Train
7384,Soberano,DETONA,Soberano,16,4,Train
7385,Orgless,Orgless,DETONA,16,12,Dust2
7386,DETONA,DETONA,Alma,16,13,Inferno
7387,RED Canids,RED Canids,DETONA,16,14,Nuke
7388,DETONA,DETONA,W7M,16,14,Nuke
7389,Isurus,Isurus,DETONA,16,11,Train
7390,DETONA,DETONA,W7M,7,16,Dust2
7391,DETONA,Keyd,DETONA,15,19,Inferno
7392,DETONA,DETONA,Isurus,16,13,Train
7393,9z,9z,DETONA Pound,16,13,Train
7394,Rysix,DETONA,Rysix,16,5,Nuke
7395,W7M,W7M,DETONA,16,14,Inferno
7396,W7M,DETONA,W7M,17,19,Train
7397,W7M,W7M,DETONA,16,13,Dust2
7398,Breakaway,DINQ,Breakaway,1,16,Vertigo
7399,Paradox,Paradox,DINQ,19,17,Mirage
7400,DINQ,DINQ,Genuine,7,16,Nuke
7401,DINQ,Ground Zero,DINQ,16,8,Mirage
7402,DINQ,DINQ,Athletico,5,16,Nuke
7403,DINQ,Grayhound,DINQ,16,4,Inferno
7404,Justice,DINQ,Justice,11,16,Mirage
7405,DINQ,SYF,DINQ,16,5,Mirage
7406,Rooster,DINQ,Rooster,16,6,Inferno
7407,DINQ,Chiefs,DINQ,16,5,Dust2
7408,Fanta,DINQ,Fanta,16,7,Nuke
7409,MC,MC,DINQ,16,10,Inferno
7410,DINQ,DINQ,ORDER,7,16,Mirage
7411,DINQ,Jade,DINQ,16,9,Inferno
7412,lesgedi,DJAEVELS,lesgedi,17,19,Mirage
7413,lesgedi,lesgedi,DJAEVELS,9,16,Inferno
7414,DJAEVELS,DJAEVELS,lesgedi,7,16,Train
7415,DJAEVELS,WORTEX,DJAEVELS,13,16,Inferno
7416,DJAEVELS,DJAEVELS,WORTEX,16,13,Mirage
7417,DJAEVELS,lesgedi,DJAEVELS,11,16,Mirage
7418,DJAEVELS,DJAEVELS,lesgedi,8,16,Train
7419,lesgedi,lesgedi,DJAEVELS,8,16,Cache
7420,Singularity Academy,DUSTY,Singularity Academy,14,16,Vertigo
7421,DUSTY,Singularity Academy,DUSTY,16,6,Nuke
7422,U-19,DUSTY,U-19,16,8,Overpass
7423,Fylkir,Fylkir,DUSTY,9,16,Mirage
7424,U-19,DUSTY,U-19,16,8,Train
7425,DUSTY,Fylkir,DUSTY,13,16,Inferno
7426,seven,DUSTY,seven,16,4,Mirage
7427,DUSTY,seven,DUSTY,12,16,Overpass
7428,Dark Tigers,Dark Tigers,Gravity,9,16,Dust2
7429,Dark Tigers,GoldenGitte,Dark Tigers,16,8,Inferno
7430,Gravity,Dark Tigers,Gravity,16,6,Inferno
7431,eSuba,eSuba,Dark Tigers,6,16,Mirage
7432,Gravity,Dark Tigers,Gravity,16,4,Mirage
7433,Dark Tigers,Gravity,Dark Tigers,14,16,Dust2
7434,Dark Tigers,Dark Tigers,eSuba,16,13,Nuke
7435,Dark Tigers,Universe,Dark Tigers,16,4,Nuke
7436,Gravity,Dark Tigers,Gravity,16,5,Inferno
7437,MoopsXD,MoopsXD,Dark Tigers,19,16,Mirage
7438,Universe,Dark Tigers,Universe,13,16,Train
7439,eSuba,eSuba,Dark Tigers,16,13,Inferno
7440,eSuba,Dark Tigers,eSuba,14,16,Mirage
7441,eSuba,eSuba,Dark Tigers,16,10,Inferno
7442,eSuba,Dark Tigers,eSuba,20,22,Train
7443,Dark Tigers,ECLOT,Dark Tigers,16,9,Inferno
7444,DarkSpawn,DarkSpawn,London,7,16,Nuke
7445,London,London,DarkSpawn,28,25,Inferno
7446,DarkSpawn,DarkSpawn,Fierce,19,17,Train
7447,DarkSpawn,Fierce,DarkSpawn,16,8,Inferno
7448,London,DarkSpawn,London,23,25,Mirage
7449,Fierce,Fierce,DarkSpawn,5,16,Mirage
7450,Bulldog,DarkSpawn,Bulldog,16,8,Overpass
7451,DarkSpawn,London,DarkSpawn,16,7,Inferno
7452,BuzzKill,DarkSpawn,BuzzKill,14,16,Overpass
7453,DarkSpawn,Bulldog,DarkSpawn,11,16,Inferno
7454,Darkhorse,Darkhorse,VG.Anthrax,16,12,Dust2
7455,Easy 5,Easy 5,Darkhorse,8,16,Overpass
7456,VG.Anthrax,Darkhorse,VG.Anthrax,16,3,Overpass
7457,Darkhorse,30.6,Darkhorse,13,16,Overpass
7458,Easy 5,Darkhorse,Easy 5,16,6,Mirage
7459,30.6,30.6,Darkhorse,6,16,Inferno
7460,30.6,Darkhorse,30.6,15,19,Vertigo
7461,Darkhorse,A Point,Darkhorse,11,16,Inferno
7462,FrostFire,Darkhorse,FrostFire,11,16,Dust2
7463,Lucid Dream,Lucid Dream,Darkhorse,16,14,Dust2
7464,FrostFire,Darkhorse,FrostFire,12,16,Mirage
7465,Fallen5,Fallen5,Darkhorse,8,16,Overpass
7466,Impunity,Darkhorse,Impunity,16,5,Inferno
7467,BOOT,BOOT,Darkhorse,19,16,Mirage
7468,Darkhorse,Darkhorse,BOOT,4,16,Train
7469,Lucid Dream,Lucid Dream,Darkhorse,16,13,Inferno
7470,Lucid Dream,Darkhorse,Lucid Dream,11,16,Dust2
7471,BOOM,BOOM,Darkhorse,16,14,Inferno
7472,Darkhorse,Darkhorse,Bren,5,16,Dust2
7473,Darkhorse,MiTH.Maple,Darkhorse,16,8,Overpass
7474,Arrow,Daryl's make a wish,Arrow,16,9,Nuke
7475,Arrow,Arrow,Daryl's make a wish,6,16,Overpass
7476,Daryl's make a wish,Daryl's make a wish,call it luck,16,14,Train
7477,Daryl's make a wish,call it luck,Daryl's make a wish,16,3,Mirage
7478,Daryl's make a wish,Daryl's make a wish,call it luck,3,16,Inferno
7479,UCF Knights,UCF Knights,Daryl's make a wish,4,16,Overpass
7480,FATE,Dawn of Stars,FATE,10,16,Train
7481,Nexus,Nexus,Dawn of Stars,21,19,Inferno
7482,Dawn of Stars,Dawn of Stars,FATE,9,16,Inferno
7483,Finest,Finest,Dawn of Stars,21,16,Overpass
7484,Squared,Defusekids,Squared,14,16,Train
7485,Copenhagen Flames,Copenhagen Flames,Defusekids,16,12,Mirage
7486,Monarchs,Defusekids,Monarchs,13,16,Inferno
7487,Defusekids,Copenhagen Flames,Defusekids,16,3,Nuke
7488,Sector One,Defusekids,Sector One,16,5,Mirage
7489,Defusekids,NoChance,Defusekids,16,7,Overpass
7490,Defusekids,Defusekids,Game Fist,16,1,Inferno
7491,Defusekids,PACT,Defusekids,16,3,Mirage
7492,Game Fist,Defusekids,Game Fist,12,16,Mirage
7493,Defusekids,Monarchs,Defusekids,16,8,Overpass
7494,Aetas x Strijders,Defusekids,Aetas x Strijders,16,6,Dust2
7495,Defusekids,Sector One,Defusekids,10,16,Train
7496,mCon,Defusekids,mCon,16,6,Mirage
7497,Game Fist,Game Fist,Defusekids,9,16,Train
7498,BLUEJAYS,Defusekids,BLUEJAYS,10,16,Inferno
7499,Game Fist,Game Fist,Defusekids,16,13,Nuke
7500,Defusekids,Defusekids,LOG,16,10,Dust2
7501,Defusekids,Game Fist,Defusekids,16,9,Vertigo
7502,PACT,Defusekids,PACT,11,16,Inferno
7503,Aetas x Strijders,Aetas x Strijders,Defusekids,3,16,Nuke
7504,Defusekids,Defusekids,Nemiga,6,16,Mirage
7505,mCon,mCon,Defusekids,2,16,Nuke
7506,AVANGAR,Defusekids,AVANGAR,11,16,Inferno
7507,Defusekids,BLUEJAYS,Defusekids,16,5,Train
7508,Izako Boars,Defusekids,Izako Boars,18,22,Train
7509,LOG,LOG,Defusekids,6,16,Nuke
7510,dizLown,Defusekids,dizLown,10,16,Mirage
7511,PACT,PACT,Defusekids,16,13,Nuke
7512,dizLown,Defusekids,dizLown,13,16,Inferno
7513,Nemiga,Nemiga,Defusekids,16,13,Nuke
7514,Schadenfreude,Defusekids,Schadenfreude,14,16,Mirage
7515,AVANGAR,AVANGAR,Defusekids,19,15,Train
7516,One One,Defusekids,One One,19,22,Inferno
7517,Defusekids,Izako Boars,Defusekids,16,7,Mirage
7518,Defusekids,Defusekids,Vae Victis,16,11,Mirage
7519,Defusekids,Izako Boars,Defusekids,13,16,Vertigo
7520,Asterion,Defusekids,Asterion,16,6,Dust2
7521,dizLown,dizLown,Defusekids,8,16,Nuke
7522,Defusekids,Defusekids,LDLC,19,17,Nuke
7523,Defusekids,Schadenfreude,Defusekids,12,16,Nuke
7524,Defusekids,Defusekids,Ambush,3,16,Inferno
7525,Schadenfreude,Schadenfreude,Defusekids,16,13,Dust2
7526,OFFSET,Defusekids,OFFSET,10,16,Inferno
7527,Defusekids,Sector One,Defusekids,13,16,Nuke
7528,Defusekids,Defusekids,OFFSET,25,23,Dust2
7529,Vae Victis,Vae Victis,Defusekids,16,12,Train
7530,Defusekids,Defusekids,Wisla Krakow,8,16,Inferno
7531,Vae Victis,Vae Victis,Defusekids,3,16,Dust2
7532,Defusekids,Defusekids,Sangal,16,13,Inferno
7533,Defusekids,Asterion,Defusekids,11,16,Nuke
7534,Unicorns of Love,Defusekids,Unicorns of Love,12,16,Vertigo
7535,Defusekids,LDLC,Defusekids,10,16,Train
7536,Defusekids,Defusekids,Unicorns of Love,7,16,Inferno
7537,Ambush,Ambush,Defusekids,16,11,Train
7538,Defusekids,Defusekids,PRINCEADIL,16,14,Dust2
7539,Defusekids,OFFSET,Defusekids,10,16,Train
7540,OFFSET,Defusekids,OFFSET,16,4,Overpass
7541,Defusekids,Wisla Krakow,Defusekids,16,9,Mirage
7542,Defusekids,Defusekids,OFFSET,16,10,Dust2
7543,Sangal,Sangal,Defusekids,7,16,Dust2
7544,Wisla Krakow,Defusekids,Wisla Krakow,14,16,Mirage
7545,Defusekids,Unicorns of Love,Defusekids,18,22,Dust2
7546,Wisla Krakow,Defusekids,Wisla Krakow,13,16,Nuke
7547,Defusekids,PRINCEADIL,Defusekids,14,16,Inferno
7548,Heretics,Defusekids,Heretics,11,16,Inferno
7549,OFFSET,OFFSET,Defusekids,16,11,Train
7550,Defusekids,Defusekids,Phoenix,8,16,Train
7551,Defusekids,Wisla Krakow,Defusekids,14,16,Train
7552,Phoenix,Defusekids,Phoenix,11,16,Inferno
7553,Heretics,Heretics,Defusekids,16,13,Dust2
7554,Defusekids,Defusekids,hREDS,16,10,Inferno
7555,Tenerife Titans,Tenerife Titans,Defusekids,6,16,Inferno
7556,Defusekids,Defusekids,Tenerife Titans,16,10,Mirage
7557,CR4ZY,CR4ZY,Defusekids,16,14,Train
7558,Defusekids,Defusekids,CR4ZY,16,13,Inferno
7559,Defusekids,CR4ZY,Defusekids,13,16,Dust2
7560,MAD Lions,Defusekids,MAD Lions,12,16,Vertigo
7561,Defusekids,MAD Lions,Defusekids,16,7,Dust2
7562,Defusekids,Defusekids,Nemiga,4,16,Nuke
7563,Defusekids,Nemiga,Defusekids,16,8,Dust2
7564,Prima,Defusekids,Prima,12,16,Train
7565,Defusekids,Prima,Defusekids,16,19,Inferno
7566,Turkey5,Defusekids,Turkey5,13,16,Dust2
7567,Prima,Prima,Defusekids,25,22,Mirage
7568,Demise fe,Demise fe,CLG Red,5,16,Inferno
7569,Demise fe,Copenhagen Flames fe,Demise fe,12,16,Nuke
7570,Movistar Riders,Demise,Movistar Riders,14,16,Inferno
7571,Demise fe,Dignitas fe,Demise fe,23,25,Dust2
7572,Demise,Demise,Arena Bulls,19,16,Inferno
7573,Demise fe,CLG Red,Demise fe,16,6,Mirage
7574,forZe,Demise,forZe,15,19,Mirage
7575,Heretics,Heretics,Demise,16,12,Mirage
7576,Portal Blue,Demise,Portal Blue,16,2,Inferno
7577,FiveG,FiveG,Demise,4,16,Dust2
7578,Demise,Demise,Darkside,16,12,Dust2
7579,Heretics,Heretics,Demise,19,16,Dust2
7580,Yalla,Demise,Yalla,16,8,Inferno
7581,Heretics,Heretics,Demise,16,14,Inferno
7582,AGO,Demise,AGO,16,8,Vertigo
7583,Demise,Divine Vendetta,Demise,12,16,Dust2
7584,Demise,Demise,Ambush,9,16,Overpass
7585,Demise,Darkside,Demise,10,16,Vertigo
7586,Demise,Demise,pro100,6,16,Dust2
7587,Yalla,Yalla,Demise,6,16,Nuke
7588,BOOT,Demise,BOOT,10,16,Dust2
7589,Demise,Nemiga,Demise,16,9,Overpass
7590,Ground Zero,Demise,Ground Zero,16,9,Nuke
7591,Demise,PACT,Demise,16,6,Inferno
7592,SKADE,Demolition Crew,SKADE,12,16,Inferno
7593,Unicorns of Love,Unicorns of Love,Demolition Crew,5,16,Inferno
7594,HAVU,Demolition Crew,HAVU,10,16,Dust2
7595,GamerLegion,GamerLegion,Demolition Crew,16,12,Dust2
7596,pro100,Demolition Crew,pro100,11,16,Inferno
7597,Demolition Crew,Singularity,Demolition Crew,10,16,Dust2
7598,Demolition Crew,Demolition Crew,Movistar Riders,16,13,Train
7599,Copenhagen Flames,Copenhagen Flames,Demolition Crew,16,10,Mirage
7600,Copenhagen Flames,Demolition Crew,Copenhagen Flames,16,19,Nuke
7601,Nemiga,Nemiga,Demolition Crew,16,12,Inferno
7602,Demolition Crew,Demolition Crew,PACT,16,10,Overpass
7603,Demolition Crew,PACT,Demolition Crew,12,16,Dust2
7604,Demolition Crew,Demolition Crew,PACT,5,16,Overpass
7605,Nemiga,Nemiga,Demolition Crew,19,17,Mirage
7606,Demolition Crew,Demolition Crew,Nordavind,8,16,Inferno
7607,Demolition Crew,Nemiga,Demolition Crew,10,16,Inferno
7608,AGO,Demolition Crew,AGO,16,6,Dust2
7609,Demolition Crew,Nemiga,Demolition Crew,16,6,Overpass
7610,Illuminar,Demolition Crew,Illuminar,16,6,Nuke
7611,Wisla Krakow,Wisla Krakow,Demolition Crew,19,16,Inferno
7612,Demolition Crew,Demolition Crew,BIG,7,16,Mirage
7613,Japaleno,Japaleno,Demolition Crew,16,10,Dust2
7614,Demolition Crew,Demolition Crew,Spirit,9,16,Nuke
7615,Sprout,Sprout,Demolition Crew,16,11,Nuke
7616,Nemiga,Demolition Crew,Nemiga,13,16,Nuke
7617,HellRaisers,HellRaisers,Demolition Crew,16,12,Mirage
7618,TeamOne,Denial,TeamOne,12,16,Inferno
7619,Denial,Masked,Denial,12,16,Train
7620,Denial,Denial,TeamOne,2,16,Train
7621,TeamOne,TeamOne,Denial,19,17,Mirage
7622,Denial,Denial,MASSIVEimpact,16,10,Inferno
7623,Infamous,Infamous,Denial,16,11,Mirage
7624,Mythic,Denial,Mythic,11,16,Nuke
7625,Denial,Old Guys Club,Denial,12,16,Inferno
7626,Fragging for Andy,Denial,Fragging for Andy,16,6,Train
7627,Denial,iNTACT,Denial,16,4,Nuke
7628,Denial,Denial,Forty Six and 2,16,10,Inferno
7629,Denial,Bad News Bears,Denial,16,8,Overpass
7630,The Fundamentals,Denial,The Fundamentals,16,9,Overpass
7631,Infamous,Infamous,Denial,8,16,Nuke
7632,Denial,Denial,FURIA,2,16,Nuke
7633,Infamous,Infamous,Denial,5,16,Inferno
7634,Singularity,Denial,Singularity,16,4,Nuke
7635,Denial,The Quest,Denial,13,16,Inferno
7636,Spacestation,Denial,Spacestation,16,9,Overpass
7637,INTZ,INTZ,Denial,16,10,Train
7638,Final Feature,Denial,Final Feature,14,16,Inferno
7639,Denial,Valiance,Denial,16,4,Nuke
7640,Luminosity,Denial,Luminosity,14,16,Overpass
7641,Denial,Valiance,Denial,16,3,Inferno
7642,The Quest,Denial,The Quest,16,3,Nuke
7643,Denial,TeamOne,Denial,13,16,Train
7644,INTZ,Denial,INTZ,17,19,Nuke
7645,Denial,Ghost,Denial,12,16,Train
7646,TeamOne,Denial,TeamOne,16,3,Train
7647,eUnited,eUnited,Denial,16,11,Inferno
7648,Denial,Denial,TeamOne,8,16,Dust2
7649,Luminosity,Luminosity,Denial,4,16,Inferno
7650,TeamOne,Denial,TeamOne,16,2,Overpass
7651,Denial,Envy,Denial,13,16,Train
7652,Denial,Denial,OpTic,8,16,Overpass
7653,eUnited,eUnited,Denial,16,13,Cache
7654,Denial,Denial,OpTic,5,16,Inferno
7655,Denial,Isurus,Denial,16,8,Inferno
7656,NASR,Denial,NASR,16,6,Train
7657,Denial,Infinity,Denial,14,16,Inferno
7658,NASR,Denial,NASR,16,5,Inferno
7659,Denial,Infinity,Denial,16,4,Train
7660,INTZ,Denial,INTZ,16,8,Train
7661,DETONA,DETONA,Denial,28,24,Overpass
7662,Ghost,Denial,Ghost,16,9,Inferno
7663,Infinity,Infinity,Denial,7,16,Inferno
7664,eUnited,Denial,eUnited,10,16,Nuke
7665,Infinity,Infinity,Denial,16,12,Inferno
7666,Denial,Denial,Luminosity,19,17,Cache
7667,Fake Aim,Fake Aim,Denial,6,16,Overpass
7668,Denial,Denial,Envy,7,16,Inferno
7669,Denial,9z,Denial,14,16,Mirage
7670,Envy,Denial,Envy,16,2,Cache
7671,Denial,9z,Denial,16,8,Overpass
7672,eUnited,Denial,eUnited,11,16,Mirage
7673,Denial,W7M,Denial,16,2,Train
7674,Denial,Denial,Isurus,2,16,Overpass
7675,Furious,Furious,Denial,19,16,Mirage
7676,Infinity,Denial,Infinity,17,19,Mirage
7677,Denial,Furious,Denial,10,16,Dust2
7678,Orgless fe,Dignitas fe,Orgless fe,16,8,Train
7679,Assassins,Assassins,Dignitas fe,16,11,Dust2
7680,Dignitas fe,Dignitas fe,paiN fe,16,1,Train
7681,paiN fe,paiN fe,Dignitas fe,6,16,Mirage
7682,Besiktas,Dignitas fe,Besiktas,13,16,Mirage
7683,Dignitas fe,Besiktas,Dignitas fe,12,16,Overpass
7684,Dignitas fe,Dignitas fe,Besiktas,16,1,Inferno
7685,Monolith fe,Monolith fe,Dignitas fe,8,16,Inferno
7686,CLG Red,Dignitas fe,CLG Red,16,4,Mirage
7687,Assassins,Assassins,Dignitas fe,16,12,Inferno
7688,Dignitas fe,Dignitas fe,CLG Red,16,10,Nuke
7689,Dignitas fe,Assassins,Dignitas fe,16,4,Nuke
7690,eParadise Angels,Dignitas fe,eParadise Angels,16,4,Mirage
7691,Copenhagen Flames fe,Copenhagen Flames fe,Dignitas fe,9,16,Mirage
7692,eParadise Angels,Dignitas fe,eParadise Angels,16,6,Overpass
7693,Copenhagen Flames fe,Copenhagen Flames fe,Dignitas fe,6,16,Overpass
7694,Monolith fe,Dignitas fe,Monolith fe,16,8,Nuke
7695,Dignitas fe,Besiktas,Dignitas fe,16,4,Nuke
7696,Orange.Sphynx,Dignitas fe,Orange.Sphynx,16,2,Train
7697,Besiktas,Besiktas,Dignitas fe,16,11,Dust2
7698,Demise fe,Dignitas fe,Demise fe,23,25,Dust2
7699,Kinship,Kinship,Dignitas fe,16,14,Dust2
7700,Dignitas fe,Dignitas fe,Kinship,19,16,Nuke
7701,Dignitas fe,Kinship,Dignitas fe,13,16,Train
7702,Dignitas,Dignitas,Sprout,7,16,Mirage
7703,Drove Here From Cali,Drove Here From Cali,Dignitas fe,16,13,Mirage
7704,Dignitas,Dignitas,Sprout,16,10,Vertigo
7705,Drove Here From Cali,Drove Here From Cali,Dignitas fe,19,17,Overpass
7706,Dignitas fe,Dignitas fe,Carnage fe,16,14,Inferno
7707,AVEZ,AVEZ,Dignitas,9,16,Nuke
7708,Dignitas fe,Dignitas fe,Assassins,6,16,Vertigo
7709,Dignitas,GamerLegion,Dignitas,21,25,Nuke
7710,Dignitas,Dignitas,Movistar Riders,16,10,Overpass
7711,Dignitas,Sprout,Dignitas,11,16,Inferno
7712,fnatic,Dignitas,fnatic,15,19,Inferno
7713,Assassins,Assassins,Dignitas fe,16,14,Overpass
7714,Nordavind,Dignitas,Nordavind,16,8,Inferno
7715,Dignitas fe,INTZ fe,Dignitas fe,11,16,Inferno
7716,Dignitas,Dignitas,Orgless,8,16,Train
7717,Dignitas fe,Assassins,Dignitas fe,12,16,Inferno
7718,Cloud9,Dignitas,Cloud9,11,16,Train
7719,Assassins,Assassins,Dignitas fe,16,13,Overpass
7720,Dignitas,Dignitas,Orgless,4,16,Mirage
7721,Assassins,Assassins,Dignitas fe,16,14,Dust2
7722,Dignitas,Dignitas,Orgless,3,16,Inferno
7723,Dignitas,Movistar Riders,Dignitas,14,16,Nuke
7724,Gen.G,Dignitas,Gen.G,14,16,Train
7725,Dignitas,fnatic,Dignitas,18,22,Vertigo
7726,Dignitas,Dignitas,Orgless,16,11,Inferno
7727,Dignitas,fnatic,Dignitas,16,3,Overpass
7728,Gen.G,Dignitas,Gen.G,13,16,Dust2
7729,Nordavind,Nordavind,Dignitas,16,12,Dust2
7730,LDLC,Dignitas,LDLC,11,16,Dust2
7731,Dignitas,Nordavind,Dignitas,13,16,Nuke
7732,Heretics,Dignitas,Heretics,14,16,Nuke
7733,Dignitas,Orgless,Dignitas,10,16,Nuke
7734,Dignitas,Dignitas,NiP,4,16,Vertigo
7735,Dignitas,Orgless,Dignitas,12,16,Inferno
7736,Dignitas,Dignitas,fnatic,25,22,Overpass
7737,Cloud9,Cloud9,Dignitas,16,10,Vertigo
7738,Vitality,Dignitas,Vitality,11,16,Dust2
7739,Dignitas,Orgless,Dignitas,12,16,Nuke
7740,ENCE,Dignitas,ENCE,11,16,Dust2
7741,Gen.G,Gen.G,Dignitas,16,12,Nuke
7742,ENCE,Dignitas,ENCE,12,16,Train
7743,Orgless,Orgless,Dignitas,16,10,Nuke
7744,ENCE,Dignitas,ENCE,10,16,Overpass
7745,Dignitas,Orgless,Dignitas,15,19,Train
7746,Dignitas,Dignitas,North,16,13,Vertigo
7747,Gen.G,Gen.G,Dignitas,16,11,Inferno
7748,Heroic,Dignitas,Heroic,11,16,Dust2
7749,Syman,Syman,Dignitas,8,16,Train
7750,Dignitas,Dignitas,Astralis,5,16,Dust2
7751,LDLC,LDLC,Dignitas,16,13,Nuke
7752,Complexity,Dignitas,Complexity,11,16,Dust2
7753,Dignitas,Heretics,Dignitas,14,16,Dust2
7754,Orgless fe,Dignitas fe,Orgless fe,16,8,Train
7755,Assassins,Assassins,Dignitas fe,16,11,Dust2
7756,Dignitas fe,Dignitas fe,paiN fe,16,1,Train
7757,paiN fe,paiN fe,Dignitas fe,6,16,Mirage
7758,Besiktas,Dignitas fe,Besiktas,13,16,Mirage
7759,Dignitas fe,Besiktas,Dignitas fe,12,16,Overpass
7760,Dignitas fe,Dignitas fe,Besiktas,16,1,Inferno
7761,Monolith fe,Monolith fe,Dignitas fe,8,16,Inferno
7762,CLG Red,Dignitas fe,CLG Red,16,4,Mirage
7763,Assassins,Assassins,Dignitas fe,16,12,Inferno
7764,Dignitas fe,Dignitas fe,CLG Red,16,10,Nuke
7765,Dignitas fe,Assassins,Dignitas fe,16,4,Nuke
7766,eParadise Angels,Dignitas fe,eParadise Angels,16,4,Mirage
7767,Copenhagen Flames fe,Copenhagen Flames fe,Dignitas fe,9,16,Mirage
7768,eParadise Angels,Dignitas fe,eParadise Angels,16,6,Overpass
7769,Copenhagen Flames fe,Copenhagen Flames fe,Dignitas fe,6,16,Overpass
7770,Monolith fe,Dignitas fe,Monolith fe,16,8,Nuke
7771,Dignitas fe,Besiktas,Dignitas fe,16,4,Nuke
7772,Orange.Sphynx,Dignitas fe,Orange.Sphynx,16,2,Train
7773,Besiktas,Besiktas,Dignitas fe,16,11,Dust2
7774,Demise fe,Dignitas fe,Demise fe,23,25,Dust2
7775,Kinship,Kinship,Dignitas fe,16,14,Dust2
7776,Dignitas fe,Dignitas fe,Kinship,19,16,Nuke
7777,Dignitas fe,Kinship,Dignitas fe,13,16,Train
7778,Dignitas fe,Dignitas fe,Carnage fe,16,14,Inferno
7779,Drove Here From Cali,Drove Here From Cali,Dignitas fe,16,13,Mirage
7780,Dignitas fe,Dignitas fe,Assassins,6,16,Vertigo
7781,Drove Here From Cali,Drove Here From Cali,Dignitas fe,19,17,Overpass
7782,Buckets,Dippers,Buckets,16,8,Mirage
7783,Dippers,Chiefs,Dippers,16,5,Mirage
7784,District 7,District 7,Thunder Logic,16,14,Mirage
7785,Chaos,Chaos,District 7,16,13,Mirage
7786,Swole Patrol,District 7,Swole Patrol,12,16,Nuke
7787,District 7,Mythic,District 7,11,16,Mirage
7788,District 7,District 7,Divine,22,20,Mirage
7789,District 7,Bad News Bears,District 7,16,7,Vertigo
7790,District 7,District 7,Rugratz,9,16,Mirage
7791,AA,AA,District 7,16,12,Train
7792,Divine Soldiers,Divine Soldiers,Anunnaki,9,16,Inferno
7793,Divine Soldiers,NONAME,Divine Soldiers,16,5,Inferno
7794,Divine Soldiers,Divine Soldiers,DStreet,16,12,Inferno
